Measure,Age,Value,Sex,Country
Deaths,25,134,Female,Colombia
Deaths,30,159,Female,Colombia
Deaths,35,240,Female,Colombia
Deaths,40,321,Female,Colombia
Deaths,45,446,Female,Colombia
Deaths,50,757,Female,Colombia
Deaths,55,1170,Female,Colombia
Deaths,60,1662,Female,Colombia
Deaths,65,2136,Female,Colombia
Deaths,70,2310,Female,Colombia
Deaths,75,2380,Female,Colombia
Deaths,80,2534,Female,Colombia
Deaths,85,1989,Female,Colombia
Deaths,90,1419,Female,Colombia
Deaths,0,24,Male,Colombia
Deaths,5,14,Male,Colombia
Deaths,10,7,Male,Colombia
Deaths,15,31,Male,Colombia
Deaths,20,104,Male,Colombia
Deaths,25,194,Male,Colombia
Deaths,30,315,Male,Colombia
Deaths,35,514,Male,Colombia
Deaths,40,830,Male,Colombia
Deaths,45,1115,Male,Colombia
Deaths,50,1718,Male,Colombia
Deaths,55,2452,Male,Colombia
Deaths,60,3330,Male,Colombia
Deaths,65,4021,Male,Colombia
Deaths,70,4393,Male,Colombia
Deaths,75,4137,Male,Colombia
Deaths,80,3909,Male,Colombia
Deaths,85,2689,Male,Colombia
Deaths,90,1690,Male,Colombia
Cases,0,104,Female,Croatia
Cases,5,170,Female,Croatia
Cases,10,284,Female,Croatia
Cases,15,506,Female,Croatia
Cases,20,820,Female,Croatia
Cases,25,916,Female,Croatia
Cases,30,742,Female,Croatia
Cases,35,638,Female,Croatia
Cases,40,678,Female,Croatia
Cases,45,760,Female,Croatia
Cases,50,768,Female,Croatia
Cases,55,652,Female,Croatia
Cases,60,491,Female,Croatia
Cases,65,386,Female,Croatia
Cases,70,335,Female,Croatia
Cases,75,294,Female,Croatia
Cases,80,237,Female,Croatia
Cases,85,156,Female,Croatia
Cases,90,136,Female,Croatia
Cases,0,105,Male,Croatia
Cases,5,158,Male,Croatia
Cases,10,254,Male,Croatia
Cases,15,477,Male,Croatia
Cases,20,880,Male,Croatia
Cases,25,1084,Male,Croatia
Cases,30,885,Male,Croatia
Cases,35,698,Male,Croatia
Cases,40,654,Male,Croatia
Cases,45,679,Male,Croatia
Cases,50,697,Male,Croatia
Cases,55,649,Male,Croatia
Cases,60,541,Male,Croatia
Cases,65,423,Male,Croatia
Cases,70,314,Male,Croatia
Cases,75,215,Male,Croatia
Cases,80,131,Male,Croatia
Cases,85,71,Male,Croatia
Cases,90,58,Male,Croatia
Deaths,0,0,Female,Croatia
Deaths,5,0,Female,Croatia
Deaths,10,0,Female,Croatia
Deaths,15,0,Female,Croatia
Deaths,20,0,Female,Croatia
Deaths,25,0,Female,Croatia
Deaths,30,0,Female,Croatia
Deaths,35,0,Female,Croatia
Deaths,40,2,Female,Croatia
Deaths,45,3,Female,Croatia
Deaths,50,2,Female,Croatia
Deaths,55,3,Female,Croatia
Deaths,60,2,Female,Croatia
Deaths,65,3,Female,Croatia
Deaths,70,9,Female,Croatia
Deaths,75,12,Female,Croatia
Deaths,80,14,Female,Croatia
Deaths,85,13,Female,Croatia
Deaths,90,26,Female,Croatia
Deaths,0,0,Male,Croatia
Deaths,5,0,Male,Croatia
Deaths,10,0,Male,Croatia
Deaths,15,0,Male,Croatia
Deaths,20,0,Male,Croatia
Deaths,25,0,Male,Croatia
Deaths,30,0,Male,Croatia
Deaths,35,0,Male,Croatia
Deaths,40,2,Male,Croatia
Deaths,45,3,Male,Croatia
Deaths,50,2,Male,Croatia
Deaths,55,4,Male,Croatia
Deaths,60,5,Male,Croatia
Deaths,65,6,Male,Croatia
Deaths,70,10,Male,Croatia
Deaths,75,11,Male,Croatia
Deaths,80,7,Male,Croatia
Deaths,85,5,Male,Croatia
Deaths,90,8,Male,Croatia
Cases,0,8,Female,Cyprus
Cases,5,14,Female,Cyprus
Cases,10,26,Female,Cyprus
Cases,15,49,Female,Cyprus
Cases,20,88,Female,Cyprus
Cases,25,104,Female,Cyprus
Cases,30,83,Female,Cyprus
Cases,35,68,Female,Cyprus
Cases,40,63,Female,Cyprus
Cases,45,68,Female,Cyprus
Cases,50,81,Female,Cyprus
Cases,55,71,Female,Cyprus
Cases,60,44,Female,Cyprus
Cases,65,33,Female,Cyprus
Cases,70,30,Female,Cyprus
Cases,75,20,Female,Cyprus
Cases,80,8,Female,Cyprus
Cases,85,4,Female,Cyprus
Cases,90,4,Female,Cyprus
Cases,0,12,Male,Cyprus
Cases,5,20,Male,Cyprus
Cases,10,28,Male,Cyprus
Cases,15,49,Male,Cyprus
Cases,20,92,Male,Cyprus
Cases,25,122,Male,Cyprus
Cases,30,112,Male,Cyprus
Cases,35,91,Male,Cyprus
Cases,40,75,Male,Cyprus
Cases,45,66,Male,Cyprus
Cases,50,60,Male,Cyprus
Cases,55,56,Male,Cyprus
Cases,60,50,Male,Cyprus
Cases,65,44,Male,Cyprus
Cases,70,37,Male,Cyprus
Cases,75,23,Male,Cyprus
Cases,80,10,Male,Cyprus
Cases,85,5,Male,Cyprus
Cases,90,5,Male,Cyprus
Deaths,0,0,Female,Cyprus
Deaths,5,0,Female,Cyprus
Deaths,10,0,Female,Cyprus
Deaths,15,0,Female,Cyprus
Deaths,20,0,Female,Cyprus
Deaths,25,0,Female,Cyprus
Deaths,30,0,Female,Cyprus
Deaths,35,0,Female,Cyprus
Deaths,40,0,Female,Cyprus
Deaths,45,0,Female,Cyprus
Deaths,50,0,Female,Cyprus
Deaths,55,0,Female,Cyprus
Deaths,60,0,Female,Cyprus
Deaths,65,0,Female,Cyprus
Deaths,70,2,Female,Cyprus
Deaths,75,3,Female,Cyprus
Deaths,80,1,Female,Cyprus
Deaths,85,1,Female,Cyprus
Deaths,90,3,Female,Cyprus
Deaths,0,0,Male,Cyprus
Deaths,5,0,Male,Cyprus
Deaths,10,0,Male,Cyprus
Deaths,15,0,Male,Cyprus
Deaths,20,0,Male,Cyprus
Deaths,25,0,Male,Cyprus
Deaths,30,0,Male,Cyprus
Deaths,35,0,Male,Cyprus
Deaths,40,2,Male,Cyprus
Deaths,45,3,Male,Cyprus
Deaths,50,2,Male,Cyprus
Deaths,55,3,Male,Cyprus
Deaths,60,4,Male,Cyprus
Deaths,65,5,Male,Cyprus
Deaths,70,5,Male,Cyprus
Deaths,75,3,Male,Cyprus
Deaths,80,2,Male,Cyprus
Deaths,85,1,Male,Cyprus
Deaths,90,2,Male,Cyprus
Cases,0,6699,Female,Czechia
Cases,5,10542,Female,Czechia
Cases,10,13921,Female,Czechia
Cases,15,16190,Female,Czechia
Cases,20,19916,Female,Czechia
Cases,25,24821,Female,Czechia
Cases,30,25240,Female,Czechia
Cases,35,28503,Female,Czechia
Cases,40,39263,Female,Czechia
Cases,45,42819,Female,Czechia
Cases,50,32808,Female,Czechia
Cases,55,29749,Female,Czechia
Cases,60,19558,Female,Czechia
Cases,65,15769,Female,Czechia
Cases,70,14771,Female,Czechia
Cases,75,11854,Female,Czechia
Cases,80,9405,Female,Czechia
Cases,85,8096,Female,Czechia
Cases,90,5835,Female,Czechia
Cases,0,7226,Male,Czechia
Cases,5,11153,Male,Czechia
Cases,10,14484,Male,Czechia
Cases,15,16012,Male,Czechia
Cases,20,19582,Male,Czechia
Cases,25,25647,Male,Czechia
Cases,30,26547,Male,Czechia
Cases,35,26675,Male,Czechia
Cases,40,33629,Male,Czechia
Cases,45,35513,Male,Czechia
Cases,50,27759,Male,Czechia
Cases,55,25930,Male,Czechia
Cases,60,20708,Male,Czechia
Cases,65,16227,Male,Czechia
Cases,70,13784,Male,Czechia
Cases,75,9624,Male,Czechia
Cases,80,5940,Male,Czechia
Cases,85,3669,Male,Czechia
Cases,90,1862,Male,Czechia
Deaths,0,0,Female,Czechia
Deaths,5,0,Female,Czechia
Deaths,10,0,Female,Czechia
Deaths,15,0,Female,Czechia
Deaths,20,0,Female,Czechia
Deaths,25,4,Female,Czechia
Deaths,30,4,Female,Czechia
Deaths,35,9,Female,Czechia
Deaths,40,17,Female,Czechia
Deaths,45,30,Female,Czechia
Deaths,50,36,Female,Czechia
Deaths,55,86,Female,Czechia
Deaths,60,127,Female,Czechia
Deaths,65,276,Female,Czechia
Deaths,70,586,Female,Czechia
Deaths,75,901,Female,Czechia
Deaths,80,1002,Female,Czechia
Deaths,85,1189,Female,Czechia
Deaths,90,945,Female,Czechia
Deaths,0,0,Male,Czechia
Deaths,5,0,Male,Czechia
Deaths,10,0,Male,Czechia
Deaths,15,1,Male,Czechia
Deaths,20,1,Male,Czechia
Deaths,25,3,Male,Czechia
Deaths,30,11,Male,Czechia
Deaths,35,13,Male,Czechia
Deaths,40,33,Male,Czechia
Deaths,45,38,Male,Czechia
Deaths,50,74,Male,Czechia
Deaths,55,165,Male,Czechia
Deaths,60,325,Male,Czechia
Deaths,65,665,Male,Czechia
Deaths,70,1151,Male,Czechia
Deaths,75,1362,Male,Czechia
Deaths,80,1263,Male,Czechia
Deaths,85,994,Male,Czechia
Deaths,90,551,Male,Czechia
Cases,0,151,Female,Dominican Republic
Cases,5,160,Female,Dominican Republic
Cases,10,165,Female,Dominican Republic
Cases,15,263,Female,Dominican Republic
Cases,20,586,Female,Dominican Republic
Cases,25,975,Female,Dominican Republic
Cases,30,994,Female,Dominican Republic
Cases,35,828,Female,Dominican Republic
Cases,40,747,Female,Dominican Republic
Cases,45,681,Female,Dominican Republic
Cases,50,606,Female,Dominican Republic
Cases,55,518,Female,Dominican Republic
Cases,60,421,Female,Dominican Republic
Cases,65,321,Female,Dominican Republic
Cases,70,224,Female,Dominican Republic
Cases,75,143,Female,Dominican Republic
Cases,80,84,Female,Dominican Republic
Cases,85,45,Female,Dominican Republic
Cases,90,39,Female,Dominican Republic
Cases,0,151,Male,Dominican Republic
Cases,5,171,Male,Dominican Republic
Cases,10,148,Male,Dominican Republic
Cases,15,234,Male,Dominican Republic
Cases,20,618,Male,Dominican Republic
Cases,25,1131,Male,Dominican Republic
Cases,30,1159,Male,Dominican Republic
Cases,35,1003,Male,Dominican Republic
Cases,40,916,Male,Dominican Republic
Cases,45,864,Male,Dominican Republic
Cases,50,782,Male,Dominican Republic
Cases,55,686,Male,Dominican Republic
Cases,60,576,Male,Dominican Republic
Cases,65,445,Male,Dominican Republic
Cases,70,312,Male,Dominican Republic
Cases,75,199,Male,Dominican Republic
Cases,80,114,Male,Dominican Republic
Cases,85,60,Male,Dominican Republic
Cases,90,50,Male,Dominican Republic
Deaths,0,5,Female,Dominican Republic
Deaths,5,0,Female,Dominican Republic
Deaths,10,0,Female,Dominican Republic
Deaths,15,0,Female,Dominican Republic
Deaths,20,3,Female,Dominican Republic
Deaths,25,4,Female,Dominican Republic
Deaths,30,3,Female,Dominican Republic
Deaths,35,3,Female,Dominican Republic
Deaths,40,3,Female,Dominican Republic
Deaths,45,4,Female,Dominican Republic
Deaths,50,11,Female,Dominican Republic
Deaths,55,15,Female,Dominican Republic
Deaths,60,16,Female,Dominican Republic
Deaths,65,17,Female,Dominican Republic
Deaths,70,17,Female,Dominican Republic
Deaths,75,14,Female,Dominican Republic
Deaths,80,11,Female,Dominican Republic
Deaths,85,9,Female,Dominican Republic
Deaths,90,13,Female,Dominican Republic
Deaths,0,1,Male,Dominican Republic
Deaths,5,0,Male,Dominican Republic
Deaths,10,1,Male,Dominican Republic
Deaths,15,1,Male,Dominican Republic
Deaths,20,3,Male,Dominican Republic
Deaths,25,5,Male,Dominican Republic
Deaths,30,9,Male,Dominican Republic
Deaths,35,13,Male,Dominican Republic
Deaths,40,16,Male,Dominican Republic
Deaths,45,22,Male,Dominican Republic
Deaths,50,30,Male,Dominican Republic
Deaths,55,38,Male,Dominican Republic
Deaths,60,43,Male,Dominican Republic
Deaths,65,42,Male,Dominican Republic
Deaths,70,37,Male,Dominican Republic
Deaths,75,30,Male,Dominican Republic
Deaths,80,22,Male,Dominican Republic
Deaths,85,16,Male,Dominican Republic
Deaths,90,23,Male,Dominican Republic
Cases,0,220,Female,Ecuador
Cases,5,282,Female,Ecuador
Cases,10,449,Female,Ecuador
Cases,15,901,Female,Ecuador
Cases,20,2006,Female,Ecuador
Cases,25,4341,Female,Ecuador
Cases,30,4823,Female,Ecuador
Cases,35,3939,Female,Ecuador
Cases,40,3413,Female,Ecuador
Cases,45,2937,Female,Ecuador
Cases,50,2738,Female,Ecuador
Cases,55,2688,Female,Ecuador
Cases,60,2065,Female,Ecuador
Cases,65,1612,Female,Ecuador
Cases,70,1188,Female,Ecuador
Cases,75,820,Female,Ecuador
Cases,80,593,Female,Ecuador
Cases,85,407,Female,Ecuador
Cases,90,222,Female,Ecuador
Cases,0,263,Male,Ecuador
Cases,5,285,Male,Ecuador
Cases,10,488,Male,Ecuador
Cases,15,822,Male,Ecuador
Cases,20,1944,Male,Ecuador
Cases,25,4280,Male,Ecuador
Cases,30,5308,Male,Ecuador
Cases,35,4840,Male,Ecuador
Cases,40,4259,Male,Ecuador
Cases,45,3577,Male,Ecuador
Cases,50,3333,Male,Ecuador
Cases,55,3138,Male,Ecuador
Cases,60,2638,Male,Ecuador
Cases,65,2099,Male,Ecuador
Cases,70,1630,Male,Ecuador
Cases,75,1149,Male,Ecuador
Cases,80,866,Male,Ecuador
Cases,85,471,Male,Ecuador
Cases,90,242,Male,Ecuador
Deaths,0,25,Female,Ecuador
Deaths,5,7,Female,Ecuador
Deaths,10,6,Female,Ecuador
Deaths,15,11,Female,Ecuador
Deaths,20,16,Female,Ecuador
Deaths,25,31,Female,Ecuador
Deaths,30,43,Female,Ecuador
Deaths,35,54,Female,Ecuador
Deaths,40,101,Female,Ecuador
Deaths,45,141,Female,Ecuador
Deaths,50,207,Female,Ecuador
Deaths,55,324,Female,Ecuador
Deaths,60,436,Female,Ecuador
Deaths,65,556,Female,Ecuador
Deaths,70,494,Female,Ecuador
Deaths,75,412,Female,Ecuador
Deaths,80,342,Female,Ecuador
Deaths,85,240,Female,Ecuador
Deaths,90,144,Female,Ecuador
Deaths,0,29,Male,Ecuador
Deaths,5,7,Male,Ecuador
Deaths,10,6,Male,Ecuador
Deaths,15,9,Male,Ecuador
Deaths,20,22,Male,Ecuador
Deaths,25,32,Male,Ecuador
Deaths,30,82,Male,Ecuador
Deaths,35,103,Male,Ecuador
Deaths,40,212,Male,Ecuador
Deaths,45,339,Male,Ecuador
Deaths,50,493,Male,Ecuador
Deaths,55,717,Male,Ecuador
Deaths,60,964,Male,Ecuador
Deaths,65,1017,Male,Ecuador
Deaths,70,970,Male,Ecuador
Deaths,75,792,Male,Ecuador
Deaths,80,661,Male,Ecuador
Deaths,85,380,Male,Ecuador
Deaths,90,190,Male,Ecuador
Cases,0,67,Female,Eswatini
Cases,5,84,Female,Eswatini
Cases,10,116,Female,Eswatini
Cases,15,169,Female,Eswatini
Cases,20,282,Female,Eswatini
Cases,25,414,Female,Eswatini
Cases,30,453,Female,Eswatini
Cases,35,437,Female,Eswatini
Cases,40,309,Female,Eswatini
Cases,45,232,Female,Eswatini
Cases,50,178,Female,Eswatini
Cases,55,143,Female,Eswatini
Cases,60,104,Female,Eswatini
Cases,65,66,Female,Eswatini
Cases,70,35,Female,Eswatini
Cases,75,20,Female,Eswatini
Cases,80,16,Female,Eswatini
Cases,85,8,Female,Eswatini
Cases,90,2,Female,Eswatini
Cases,0,80,Male,Eswatini
Cases,5,85,Male,Eswatini
Cases,10,101,Male,Eswatini
Cases,15,124,Male,Eswatini
Cases,20,189,Male,Eswatini
Cases,25,297,Male,Eswatini
Cases,30,358,Male,Eswatini
Cases,35,399,Male,Eswatini
Cases,40,309,Male,Eswatini
Cases,45,265,Male,Eswatini
Cases,50,219,Male,Eswatini
Cases,55,137,Male,Eswatini
Cases,60,77,Male,Eswatini
Cases,65,52,Male,Eswatini
Cases,70,49,Male,Eswatini
Cases,75,30,Male,Eswatini
Cases,80,8,Male,Eswatini
Cases,85,2,Male,Eswatini
Cases,90,0,Male,Eswatini
Deaths,0,0,Female,Eswatini
Deaths,5,1,Female,Eswatini
Deaths,10,0,Female,Eswatini
Deaths,15,0,Female,Eswatini
Deaths,20,0,Female,Eswatini
Deaths,25,0,Female,Eswatini
Deaths,30,2,Female,Eswatini
Deaths,35,4,Female,Eswatini
Deaths,40,4,Female,Eswatini
Deaths,45,4,Female,Eswatini
Deaths,50,4,Female,Eswatini
Deaths,55,4,Female,Eswatini
Deaths,60,7,Female,Eswatini
Deaths,65,8,Female,Eswatini
Deaths,70,5,Female,Eswatini
Deaths,75,3,Female,Eswatini
Deaths,80,2,Female,Eswatini
Deaths,85,1,Female,Eswatini
Deaths,90,0,Female,Eswatini
Deaths,0,0,Male,Eswatini
Deaths,5,0,Male,Eswatini
Deaths,10,0,Male,Eswatini
Deaths,15,1,Male,Eswatini
Deaths,20,2,Male,Eswatini
Deaths,25,2,Male,Eswatini
Deaths,30,0,Male,Eswatini
Deaths,35,0,Male,Eswatini
Deaths,40,5,Male,Eswatini
Deaths,45,8,Male,Eswatini
Deaths,50,5,Male,Eswatini
Deaths,55,6,Male,Eswatini
Deaths,60,8,Male,Eswatini
Deaths,65,9,Male,Eswatini
Deaths,70,10,Male,Eswatini
Deaths,75,7,Male,Eswatini
Deaths,80,3,Male,Eswatini
Deaths,85,1,Male,Eswatini
Deaths,90,0,Male,Eswatini
Cases,0,86,Female,Finland
Cases,5,132,Female,Finland
Cases,10,214,Female,Finland
Cases,15,402,Female,Finland
Cases,20,723,Female,Finland
Cases,25,819,Female,Finland
Cases,30,591,Female,Finland
Cases,35,447,Female,Finland
Cases,40,445,Female,Finland
Cases,45,504,Female,Finland
Cases,50,537,Female,Finland
Cases,55,449,Female,Finland
Cases,60,300,Female,Finland
Cases,65,185,Female,Finland
Cases,70,123,Female,Finland
Cases,75,104,Female,Finland
Cases,80,107,Female,Finland
Cases,85,101,Female,Finland
Cases,90,158,Female,Finland
Cases,0,91,Male,Finland
Cases,5,138,Male,Finland
Cases,10,226,Male,Finland
Cases,15,444,Male,Finland
Cases,20,841,Male,Finland
Cases,25,978,Male,Finland
Cases,30,712,Male,Finland
Cases,35,512,Male,Finland
Cases,40,471,Male,Finland
Cases,45,505,Male,Finland
Cases,50,518,Male,Finland
Cases,55,440,Male,Finland
Cases,60,303,Male,Finland
Cases,65,196,Male,Finland
Cases,70,135,Male,Finland
Cases,75,106,Male,Finland
Cases,80,88,Male,Finland
Cases,85,62,Male,Finland
Cases,90,48,Male,Finland
Deaths,0,0,Female,Finland
Deaths,5,0,Female,Finland
Deaths,10,2,Female,Finland
Deaths,15,3,Female,Finland
Deaths,20,3,Female,Finland
Deaths,25,2,Female,Finland
Deaths,30,0,Female,Finland
Deaths,35,0,Female,Finland
Deaths,40,2,Female,Finland
Deaths,45,3,Female,Finland
Deaths,50,2,Female,Finland
Deaths,55,3,Female,Finland
Deaths,60,4,Female,Finland
Deaths,65,6,Female,Finland
Deaths,70,9,Female,Finland
Deaths,75,15,Female,Finland
Deaths,80,25,Female,Finland
Deaths,85,34,Female,Finland
Deaths,90,89,Female,Finland
Deaths,0,0,Male,Finland
Deaths,5,0,Male,Finland
Deaths,10,0,Male,Finland
Deaths,15,0,Male,Finland
Deaths,20,2,Male,Finland
Deaths,25,3,Male,Finland
Deaths,30,2,Male,Finland
Deaths,35,3,Male,Finland
Deaths,40,2,Male,Finland
Deaths,45,3,Male,Finland
Deaths,50,5,Male,Finland
Deaths,55,6,Male,Finland
Deaths,60,7,Male,Finland
Deaths,65,10,Male,Finland
Deaths,70,19,Male,Finland
Deaths,75,28,Male,Finland
Deaths,80,33,Male,Finland
Deaths,85,31,Male,Finland
Deaths,90,35,Male,Finland
Cases,0,15309,Female,Germany
Cases,5,20968,Female,Germany
Cases,10,28841,Female,Germany
Cases,15,39365,Female,Germany
Cases,20,58791,Female,Germany
Cases,25,73542,Female,Germany
Cases,30,90700,Female,Germany
Cases,35,86610,Female,Germany
Cases,40,76474,Female,Germany
Cases,45,65334,Female,Germany
Cases,50,68370,Female,Germany
Cases,55,57203,Female,Germany
Cases,60,40288,Female,Germany
Cases,65,31236,Female,Germany
Cases,70,27932,Female,Germany
Cases,75,32030,Female,Germany
Cases,80,44402,Female,Germany
Cases,85,33172,Female,Germany
Cases,90,30218,Female,Germany
Cases,0,16335,Male,Germany
Cases,5,22710,Male,Germany
Cases,10,31738,Male,Germany
Cases,15,43419,Male,Germany
Cases,20,61820,Male,Germany
Cases,25,72779,Male,Germany
Cases,30,83021,Male,Germany
Cases,35,74484,Male,Germany
Cases,40,64194,Male,Germany
Cases,45,56296,Male,Germany
Cases,50,63382,Male,Germany
Cases,55,59010,Male,Germany
Cases,60,45197,Male,Germany
Cases,65,35042,Male,Germany
Cases,70,26459,Male,Germany
Cases,75,22774,Male,Germany
Cases,80,24246,Male,Germany
Cases,85,14995,Male,Germany
Cases,90,14534,Male,Germany
Deaths,0,4,Female,Germany
Deaths,5,1,Female,Germany
Deaths,10,1,Female,Germany
Deaths,15,2,Female,Germany
Deaths,20,4,Female,Germany
Deaths,25,6,Female,Germany
Deaths,30,10,Female,Germany
Deaths,35,16,Female,Germany
Deaths,40,26,Female,Germany
Deaths,45,47,Female,Germany
Deaths,50,111,Female,Germany
Deaths,55,214,Female,Germany
Deaths,60,339,Female,Germany
Deaths,65,554,Female,Germany
Deaths,70,940,Female,Germany
Deaths,75,1960,Female,Germany
Deaths,80,4247,Female,Germany
Deaths,85,4714,Female,Germany
Deaths,90,6797,Female,Germany
Deaths,0,1,Male,Germany
Deaths,5,1,Male,Germany
Deaths,10,1,Male,Germany
Deaths,15,3,Male,Germany
Deaths,20,5,Male,Germany
Deaths,25,10,Male,Germany
Deaths,30,19,Male,Germany
Deaths,35,32,Male,Germany
Deaths,40,56,Male,Germany
Deaths,45,106,Male,Germany
Deaths,50,262,Male,Germany
Deaths,55,532,Male,Germany
Deaths,60,892,Male,Germany
Deaths,65,1453,Male,Germany
Deaths,70,2078,Male,Germany
Deaths,75,3140,Male,Germany
Deaths,80,4783,Male,Germany
Deaths,85,3797,Male,Germany
Deaths,90,4540,Male,Germany
Cases,0,149,Female,Greece
Cases,5,273,Female,Greece
Cases,10,478,Female,Greece
Cases,15,742,Female,Greece
Cases,20,1113,Female,Greece
Cases,25,1516,Female,Greece
Cases,30,1879,Female,Greece
Cases,35,2248,Female,Greece
Cases,40,2081,Female,Greece
Cases,45,1611,Female,Greece
Cases,50,1180,Female,Greece
Cases,55,773,Female,Greece
Cases,60,547,Female,Greece
Cases,65,391,Female,Greece
Cases,70,339,Female,Greece
Cases,75,280,Female,Greece
Cases,80,335,Female,Greece
Cases,85,300,Female,Greece
Cases,90,349,Female,Greece
Cases,0,163,Male,Greece
Cases,5,312,Male,Greece
Cases,10,571,Male,Greece
Cases,15,952,Male,Greece
Cases,20,1480,Male,Greece
Cases,25,2006,Male,Greece
Cases,30,2375,Male,Greece
Cases,35,2850,Male,Greece
Cases,40,2566,Male,Greece
Cases,45,1906,Male,Greece
Cases,50,1348,Male,Greece
Cases,55,852,Male,Greece
Cases,60,608,Male,Greece
Cases,65,446,Male,Greece
Cases,70,382,Male,Greece
Cases,75,312,Male,Greece
Cases,80,341,Male,Greece
Cases,85,304,Male,Greece
Cases,90,387,Male,Greece
Deaths,0,0,Female,Greece
Deaths,5,0,Female,Greece
Deaths,10,0,Female,Greece
Deaths,15,0,Female,Greece
Deaths,20,0,Female,Greece
Deaths,25,0,Female,Greece
Deaths,30,0,Female,Greece
Deaths,35,1,Female,Greece
Deaths,40,2,Female,Greece
Deaths,45,3,Female,Greece
Deaths,50,5,Female,Greece
Deaths,55,7,Female,Greece
Deaths,60,10,Female,Greece
Deaths,65,13,Female,Greece
Deaths,70,19,Female,Greece
Deaths,75,23,Female,Greece
Deaths,80,38,Female,Greece
Deaths,85,44,Female,Greece
Deaths,90,73,Female,Greece
Deaths,0,0,Male,Greece
Deaths,5,0,Male,Greece
Deaths,10,0,Male,Greece
Deaths,15,0,Male,Greece
Deaths,20,0,Male,Greece
Deaths,25,1,Male,Greece
Deaths,30,1,Male,Greece
Deaths,35,3,Male,Greece
Deaths,40,6,Male,Greece
Deaths,45,10,Male,Greece
Deaths,50,16,Male,Greece
Deaths,55,21,Male,Greece
Deaths,60,28,Male,Greece
Deaths,65,32,Male,Greece
Deaths,70,39,Male,Greece
Deaths,75,41,Male,Greece
Deaths,80,54,Male,Greece
Deaths,85,55,Male,Greece
Deaths,90,82,Male,Greece
Cases,0,6,Female,Hungary
Cases,5,9,Female,Hungary
Cases,10,7,Female,Hungary
Cases,15,14,Female,Hungary
Cases,20,61,Female,Hungary
Cases,25,94,Female,Hungary
Cases,30,72,Female,Hungary
Cases,35,84,Female,Hungary
Cases,40,146,Female,Hungary
Cases,45,198,Female,Hungary
Cases,50,198,Female,Hungary
Cases,55,162,Female,Hungary
Cases,60,120,Female,Hungary
Cases,65,120,Female,Hungary
Cases,70,169,Female,Hungary
Cases,75,216,Female,Hungary
Cases,80,226,Female,Hungary
Cases,85,174,Female,Hungary
Cases,90,177,Female,Hungary
Cases,0,6,Male,Hungary
Cases,5,8,Male,Hungary
Cases,10,11,Male,Hungary
Cases,15,22,Male,Hungary
Cases,20,49,Male,Hungary
Cases,25,75,Male,Hungary
Cases,30,82,Male,Hungary
Cases,35,86,Male,Hungary
Cases,40,98,Male,Hungary
Cases,45,108,Male,Hungary
Cases,50,114,Male,Hungary
Cases,55,133,Male,Hungary
Cases,60,162,Male,Hungary
Cases,65,176,Male,Hungary
Cases,70,163,Male,Hungary
Cases,75,136,Male,Hungary
Cases,80,97,Male,Hungary
Cases,85,62,Male,Hungary
Cases,90,50,Male,Hungary
Deaths,0,0,Female,Hungary
Deaths,5,0,Female,Hungary
Deaths,10,0,Female,Hungary
Deaths,15,0,Female,Hungary
Deaths,20,0,Female,Hungary
Deaths,25,0,Female,Hungary
Deaths,30,2,Female,Hungary
Deaths,35,3,Female,Hungary
Deaths,40,2,Female,Hungary
Deaths,45,3,Female,Hungary
Deaths,50,2,Female,Hungary
Deaths,55,3,Female,Hungary
Deaths,60,10,Female,Hungary
Deaths,65,19,Female,Hungary
Deaths,70,31,Female,Hungary
Deaths,75,42,Female,Hungary
Deaths,80,49,Female,Hungary
Deaths,85,43,Female,Hungary
Deaths,90,65,Female,Hungary
Deaths,0,0,Male,Hungary
Deaths,5,0,Male,Hungary
Deaths,10,0,Male,Hungary
Deaths,15,0,Male,Hungary
Deaths,20,0,Male,Hungary
Deaths,25,0,Male,Hungary
Deaths,30,2,Male,Hungary
Deaths,35,3,Male,Hungary
Deaths,40,2,Male,Hungary
Deaths,45,3,Male,Hungary
Deaths,50,6,Male,Hungary
Deaths,55,10,Male,Hungary
Deaths,60,21,Male,Hungary
Deaths,65,34,Male,Hungary
Deaths,70,43,Male,Hungary
Deaths,75,46,Male,Hungary
Deaths,80,38,Male,Hungary
Deaths,85,27,Male,Hungary
Deaths,90,30,Male,Hungary
Cases,0,16,Female,Iceland
Cases,5,29,Female,Iceland
Cases,10,44,Female,Iceland
Cases,15,68,Female,Iceland
Cases,20,121,Female,Iceland
Cases,25,154,Female,Iceland
Cases,30,112,Female,Iceland
Cases,35,110,Female,Iceland
Cases,40,130,Female,Iceland
Cases,45,129,Female,Iceland
Cases,50,103,Female,Iceland
Cases,55,93,Female,Iceland
Cases,60,86,Female,Iceland
Cases,65,56,Female,Iceland
Cases,70,25,Female,Iceland
Cases,75,13,Female,Iceland
Cases,80,9,Female,Iceland
Cases,85,7,Female,Iceland
Cases,90,5,Female,Iceland
Cases,0,15,Male,Iceland
Cases,5,30,Male,Iceland
Cases,10,59,Male,Iceland
Cases,15,89,Male,Iceland
Cases,20,130,Male,Iceland
Cases,25,155,Male,Iceland
Cases,30,118,Male,Iceland
Cases,35,111,Male,Iceland
Cases,40,122,Male,Iceland
Cases,45,124,Male,Iceland
Cases,50,102,Male,Iceland
Cases,55,91,Male,Iceland
